Geneid	Length
LOC_Os02g37290	709
LOC_Os02g37300	806
LOC_Os02g37309	1252
LOC_Os02g37320	692
LOC_Os02g37330	905
LOC_Os02g37340	222
LOC_Os02g37350	603
LOC_Os02g37360	708
LOC_Os02g37370	333
LOC_Os02g37380	690
LOC_Os02g37390	345
LOC_Os02g37400	405
LOC_Os02g37410	405
LOC_Os02g37420	1283
LOC_Os02g37430	751
LOC_Os02g37440	1893
LOC_Os02g37450	528
LOC_Os02g37460	1464
LOC_Os02g37470	1470
LOC_Os02g37480	728
LOC_Os02g37490	788
LOC_Os02g37500	369
LOC_Os02g37510	1434
LOC_Os02g37520	471
LOC_Os02g37530	240
LOC_Os02g37540	766
LOC_Os02g37550	408
LOC_Os02g37560	489
LOC_Os02g37570	615
LOC_Os02g37580	2382
LOC_Os02g37590	2860
LOC_Os02g37600	1079
LOC_Os02g37610	1253
LOC_Os02g37620	2352
LOC_Os02g37630	2925
LOC_Os02g37654	1568
LOC_Os02g37680	945
LOC_Os02g37690	1999
LOC_Os02g37694	2684
LOC_Os02g37700	1526
LOC_Os02g37710	642
LOC_Os02g37720	3153
LOC_Os02g37730	1230
LOC_Os02g37740	1746
LOC_Os02g37750	363
LOC_Os02g37760	726
LOC_Os02g37770	855
LOC_Os02g37780	408
LOC_Os02g37790	1227
LOC_Os02g37800	1745
LOC_Os02g37810	243
LOC_Os02g37820	435
LOC_Os02g37830	2273
LOC_Os02g37834	2851
LOC_Os02g37840	1578
LOC_Os02g37850	1577
LOC_Os02g37856	2084
LOC_Os02g37862	1027
LOC_Os02g37870	1380
LOC_Os02g37880	2818
LOC_Os02g37890	1329
LOC_Os02g37900	720
LOC_Os02g37910	1962
LOC_Os02g37920	3493
LOC_Os02g37930	819
LOC_Os02g37940	1311
LOC_Os02g37950	5192
LOC_Os02g37960	1836
LOC_Os02g37970	1170
LOC_Os02g37980	723
LOC_Os02g37990	363
LOC_Os02g38000	4635
LOC_Os02g38010	1134
LOC_Os02g38020	2609
LOC_Os02g38029	1014
LOC_Os02g38040	1978
LOC_Os02g38050	3486
LOC_Os02g38060	1441
LOC_Os02g38069	144
LOC_Os02g38080	1861
LOC_Os02g38084	449
LOC_Os02g38090	1038
LOC_Os02g38100	663
LOC_Os02g38110	669
LOC_Os02g38120	2374
LOC_Os02g38130	1863
LOC_Os02g38140	2096
LOC_Os02g38150	333
LOC_Os02g38160	3337
LOC_Os02g38170	528
LOC_Os02g38180	1515
LOC_Os02g38190	1030
LOC_Os02g38200	1634
LOC_Os02g38210	1993
LOC_Os02g38220	2091
LOC_Os02g38230	954
LOC_Os02g38240	1256
LOC_Os02g38250	2697
LOC_Os02g38260	2160
LOC_Os02g38270	1362
LOC_Os02g38280	2415
LOC_Os02g38290	2210
LOC_Os02g38300	1218
LOC_Os02g38310	1044
LOC_Os02g38320	1086
LOC_Os02g38330	252
LOC_Os02g38340	2170
LOC_Os02g38350	2252
LOC_Os02g38360	2523
LOC_Os02g38370	2970
LOC_Os02g38380	5889
LOC_Os02g38386	763
LOC_Os02g38392	2633
LOC_Os02g38400	261
LOC_Os02g38410	1019
LOC_Os02g38420	348
LOC_Os02g38430	2457
LOC_Os02g38440	1311
LOC_Os02g38450	354
LOC_Os02g38460	768
LOC_Os02g38470	3832
LOC_Os02g38480	5641
LOC_Os02g38490	850
LOC_Os02g38494	1705
LOC_Os02g38499	1134
LOC_Os02g38508	1017
LOC_Os02g38520	5007
LOC_Os02g38530	192
LOC_Os02g38540	966
LOC_Os02g38550	4341
LOC_Os02g38560	969
LOC_Os02g38570	3141
LOC_Os02g38572	786
LOC_Os02g38574	669
LOC_Os02g38580	1758
LOC_Os02g38589	1301
LOC_Os02g38598	1148
LOC_Os02g38610	444
LOC_Os02g38620	2100
LOC_Os02g38630	4239
LOC_Os02g38640	873
LOC_Os02g38650	3825
LOC_Os02g38660	5097
LOC_Os02g38670	2985
LOC_Os02g38680	3306
LOC_Os02g38690	2292
LOC_Os02g38700	2583
LOC_Os02g38710	2641
LOC_Os02g38720	1146
LOC_Os02g38730	192
LOC_Os02g38740	942
LOC_Os02g38750	279
LOC_Os02g38760	1755
LOC_Os02g38770	1002
LOC_Os02g38780	3485
LOC_Os02g38790	1416
LOC_Os02g38795	1389
LOC_Os02g38800	1113
LOC_Os02g38804	1554
LOC_Os02g38810	1586
LOC_Os02g38820	1284
LOC_Os02g38830	1203
LOC_Os02g38840	2384
LOC_Os02g38850	288
LOC_Os02g38860	746
LOC_Os02g38870	414
LOC_Os02g38880	432
LOC_Os02g38890	336
LOC_Os02g38900	1554
LOC_Os02g38910	399
LOC_Os02g38920	1554
LOC_Os02g38930	1389
LOC_Os02g38940	1729
LOC_Os02g38950	1778
LOC_Os02g38960	462
LOC_Os02g38970	3203
LOC_Os02g38980	3939
LOC_Os02g38990	633
LOC_Os02g39000	1478
LOC_Os02g39010	3341
LOC_Os02g39020	1788
LOC_Os02g39030	1620
LOC_Os02g39040	1723
LOC_Os02g39050	1491
LOC_Os02g39060	1420
LOC_Os02g39064	525
LOC_Os02g39070	1329
LOC_Os02g39080	2135
LOC_Os02g39090	1344
LOC_Os02g39100	2518
LOC_Os02g39110	6084
LOC_Os02g39120	3168
LOC_Os02g39130	921
LOC_Os02g39140	1662
LOC_Os02g39150	513
LOC_Os02g39155	528
LOC_Os02g39160	2688
LOC_Os02g39170	1221
LOC_Os02g39180	725
LOC_Os02g39190	978
LOC_Os02g39200	2113
LOC_Os02g39210	1074
LOC_Os02g39220	4626
LOC_Os02g39230	1299
LOC_Os02g39240	1203
LOC_Os02g39250	819
LOC_Os02g39260	1557
LOC_Os02g39270	714
LOC_Os02g39280	1578
LOC_Os02g39290	1601
LOC_Os02g39300	1654
LOC_Os02g39310	270
LOC_Os02g39320	273
LOC_Os02g39330	1080
LOC_Os02g39340	1522
LOC_Os02g39350	2116
LOC_Os02g39360	1240
LOC_Os02g39370	1527
LOC_Os02g39380	845
LOC_Os02g39384	646
LOC_Os02g39390	1395
LOC_Os02g39400	1140
LOC_Os02g39410	4446
LOC_Os02g39420	1173
LOC_Os02g39430	1203
LOC_Os02g39440	1032
LOC_Os02g39450	882
LOC_Os02g39460	519
LOC_Os02g39470	2916
LOC_Os02g39480	1746
LOC_Os02g39490	1124
LOC_Os02g39500	366
LOC_Os02g39510	765
LOC_Os02g39520	3620
LOC_Os02g39530	1278
LOC_Os02g39540	3252
LOC_Os02g39550	3227
LOC_Os02g39560	1899
LOC_Os02g39570	2860
LOC_Os02g39580	597
LOC_Os02g39590	1212
LOC_Os02g39600	1475
LOC_Os02g39620	600
LOC_Os02g39625	243
LOC_Os02g39630	1046
LOC_Os02g39640	405
LOC_Os02g39650	884
LOC_Os02g39660	1692
LOC_Os02g39670	1695
LOC_Os02g39680	1668
LOC_Os02g39689	126
LOC_Os02g39700	1828
LOC_Os02g39710	1463
LOC_Os02g39720	1672
LOC_Os02g39730	1590
LOC_Os02g39740	1489
LOC_Os02g39750	894
LOC_Os02g39764	1338
LOC_Os02g39780	5106
LOC_Os02g39790	2242
LOC_Os02g39795	1665
LOC_Os02g39800	693
LOC_Os02g39810	510
LOC_Os02g39820	2708
LOC_Os02g39830	1025
LOC_Os02g39840	3418
LOC_Os02g39850	1865
LOC_Os02g39860	1020
LOC_Os02g39870	1327
LOC_Os02g39880	708
LOC_Os02g39884	1732
LOC_Os02g39890	1287
LOC_Os02g39900	3081
LOC_Os02g39910	6191
LOC_Os02g39920	3038
LOC_Os02g39930	962
LOC_Os02g39940	471
LOC_Os02g39950	1669
LOC_Os02g39960	1449
LOC_Os02g39970	3917
LOC_Os02g39980	420
LOC_Os02g39990	1276
LOC_Os02g40000	1107
LOC_Os02g40010	1267
LOC_Os02g40020	285
LOC_Os02g40030	1799
LOC_Os02g40040	788
LOC_Os02g40050	723
LOC_Os02g40060	1398
LOC_Os02g40070	2565
LOC_Os02g40080	1324
LOC_Os02g40090	2296
LOC_Os02g40100	3162
LOC_Os02g40110	1542
LOC_Os02g40120	537
LOC_Os02g40130	825
LOC_Os02g40140	1392
LOC_Os02g40150	663
LOC_Os02g40160	1362
LOC_Os02g40170	663
LOC_Os02g40180	2994
LOC_Os02g40190	918
LOC_Os02g40200	3375
LOC_Os02g40210	621
LOC_Os02g40220	324
LOC_Os02g40230	3300
LOC_Os02g40240	4002
LOC_Os02g40250	3495
LOC_Os02g40260	1692
LOC_Os02g40270	1248
LOC_Os02g40280	1240
LOC_Os02g40300	1239
LOC_Os02g40310	2601
LOC_Os02g40320	1470
LOC_Os02g40330	4776
LOC_Os02g40340	1746
LOC_Os02g40350	1788
LOC_Os02g40360	3195
LOC_Os02g40370	240
LOC_Os02g40380	333
LOC_Os02g40390	5946
LOC_Os02g40400	2736
LOC_Os02g40410	3318
LOC_Os02g40420	2112
LOC_Os02g40430	4194
LOC_Os02g40440	1376
LOC_Os02g40450	3946
LOC_Os02g40454	2363
LOC_Os02g40460	1409
LOC_Os02g40470	1071
LOC_Os02g40480	2277
LOC_Os02g40490	447
LOC_Os02g40500	606
LOC_Os02g40510	2624
LOC_Os02g40514	809
LOC_Os02g40520	420
LOC_Os02g40530	1457
LOC_Os02g40540	540
LOC_Os02g40550	1687
LOC_Os02g40560	717
LOC_Os02g40570	5454
LOC_Os02g40580	5055
LOC_Os02g40590	639
LOC_Os02g40600	735
LOC_Os02g40610	1140
LOC_Os02g40620	744
LOC_Os02g40630	438
LOC_Os02g40640	699
LOC_Os02g40650	666
LOC_Os02g40664	2965
LOC_Os02g40680	1108
LOC_Os02g40690	760
LOC_Os02g40700	905
LOC_Os02g40710	1573
LOC_Os02g40720	588
LOC_Os02g40730	2001
LOC_Os02g40739	120
LOC_Os02g40750	1593
LOC_Os02g40760	705
LOC_Os02g40770	2856
LOC_Os02g40784	2484
LOC_Os02g40800	669
LOC_Os02g40810	1809
LOC_Os02g40820	1827
LOC_Os02g40830	2422
LOC_Os02g40840	2894
LOC_Os02g40850	1245
LOC_Os02g40860	2404
LOC_Os02g40870	1660
LOC_Os02g40880	926
LOC_Os02g40890	1124
LOC_Os02g40900	2411
LOC_Os02g40910	261
LOC_Os02g40920	2661
LOC_Os02g40930	1905
LOC_Os02g40940	2625
LOC_Os02g40950	2355
LOC_Os02g41450	759
LOC_Os02g41460	1212
LOC_Os02g41470	2206
LOC_Os02g41480	2514
LOC_Os02g41490	735
LOC_Os02g41500	2247
LOC_Os02g41510	1042
LOC_Os02g41520	2011
LOC_Os02g41530	378
LOC_Os02g41540	498
LOC_Os02g41550	3573
LOC_Os02g41560	1482
LOC_Os02g41570	231
LOC_Os02g41580	1418
LOC_Os02g41590	1736
LOC_Os02g41600	255
LOC_Os02g41610	3058
LOC_Os02g41620	153
LOC_Os02g41630	2614
LOC_Os02g41640	666
LOC_Os02g41650	3238
LOC_Os02g41659	135
LOC_Os02g41670	2588
LOC_Os02g41680	2536
LOC_Os02g41690	1779
LOC_Os02g41696	1116
LOC_Os02g41702	1848
LOC_Os02g41710	2346
LOC_Os02g41720	4029
LOC_Os02g41730	516
LOC_Os02g41740	4383
LOC_Os02g41750	828
LOC_Os02g41760	1671
LOC_Os02g41770	870
LOC_Os02g41780	1675
LOC_Os02g41790	225
LOC_Os02g41800	2590
LOC_Os02g41810	261
LOC_Os02g41820	711
LOC_Os02g41830	300
LOC_Os02g41840	1067
LOC_Os02g41850	1062
LOC_Os02g41860	2259
LOC_Os02g41870	4860
LOC_Os02g41880	183
LOC_Os02g41890	3612
LOC_Os02g41900	519
LOC_Os02g41904	638
LOC_Os02g41910	1517
LOC_Os02g41920	459
LOC_Os02g41930	1197
LOC_Os02g41940	654
LOC_Os02g41954	2268
LOC_Os02g41961	547
LOC_Os02g41970	588
LOC_Os02g41980	471
LOC_Os02g41990	1877
LOC_Os02g42000	974
LOC_Os02g42020	3076
LOC_Os02g42030	204
LOC_Os02g42040	4437
LOC_Os02g42050	318
LOC_Os02g42060	550
LOC_Os02g42070	432
LOC_Os02g42080	5358
LOC_Os02g42090	432
LOC_Os02g42100	1062
LOC_Os02g42110	2247
LOC_Os02g42120	393
LOC_Os02g42134	3038
LOC_Os02g42150	3218
LOC_Os02g42160	2046
LOC_Os02g42170	1034
LOC_Os02g42180	4578
LOC_Os02g42190	2514
LOC_Os02g42200	5966
LOC_Os02g42210	1791
LOC_Os02g42220	2656
LOC_Os02g42230	1376
LOC_Os02g42250	960
LOC_Os02g42270	948
LOC_Os02g42280	1560
LOC_Os02g42290	1813
LOC_Os02g42300	3003
LOC_Os02g42310	2437
LOC_Os02g42314	1893
LOC_Os02g42320	1736
LOC_Os02g42330	1747
LOC_Os02g42340	285
LOC_Os02g42350	1760
LOC_Os02g42360	468
LOC_Os02g42370	3371
LOC_Os02g42374	1496
LOC_Os02g42380	1105
LOC_Os02g42390	1266
LOC_Os02g42400	291
LOC_Os02g42406	2204
LOC_Os02g42412	1140
LOC_Os02g42420	1878
LOC_Os02g42430	690
LOC_Os02g42440	1258
LOC_Os02g42450	969
LOC_Os02g42460	270
LOC_Os02g42470	246
LOC_Os02g42479	423
LOC_Os02g42488	444
LOC_Os02g42497	423
LOC_Os02g42506	444
LOC_Os02g42520	1803
LOC_Os02g42530	3162
LOC_Os02g42540	958
LOC_Os02g42550	1292
LOC_Os02g42560	2138
LOC_Os02g42570	879
LOC_Os02g42580	1514
LOC_Os02g42585	2196
LOC_Os02g42590	3374
LOC_Os02g42600	3994
LOC_Os02g42610	375
LOC_Os02g42620	1427
LOC_Os02g42630	348
LOC_Os02g42640	1346
LOC_Os02g42650	1529
LOC_Os02g42660	1564
LOC_Os02g42670	3779
LOC_Os02g42690	4512
LOC_Os02g42700	1022
LOC_Os02g42710	863
LOC_Os02g42720	333
LOC_Os02g42730	1428
LOC_Os02g42740	2175
LOC_Os02g42750	5295
LOC_Os02g42760	1059
LOC_Os02g42770	468
LOC_Os02g42780	2128
LOC_Os02g42790	975
LOC_Os02g42800	1732
LOC_Os02g42810	1287
LOC_Os02g42820	885
LOC_Os02g42830	579
LOC_Os02g42840	765
LOC_Os02g42850	1801
LOC_Os02g42860	2530
LOC_Os02g42870	1432
LOC_Os02g42880	1023
LOC_Os02g42890	1056
LOC_Os02g42900	744
LOC_Os02g42910	5556
LOC_Os02g42920	1620
LOC_Os02g42930	426
LOC_Os02g42940	1489
LOC_Os02g42950	2113
LOC_Os02g42960	1306
LOC_Os02g42970	1113
LOC_Os02g42980	291
LOC_Os02g42990	980
LOC_Os02g43000	924
LOC_Os02g43010	2075
LOC_Os02g43020	2216
LOC_Os02g43030	971
LOC_Os02g43040	2441
LOC_Os02g43050	2508
LOC_Os02g43060	861
LOC_Os02g43070	813
LOC_Os02g43080	2532
LOC_Os02g43090	3868
LOC_Os02g43100	312
LOC_Os02g43110	1268
LOC_Os02g43120	983
LOC_Os02g43130	3359
LOC_Os02g43140	291
LOC_Os02g43150	2026
LOC_Os02g43160	462
LOC_Os02g43170	1610
LOC_Os02g43180	1182
LOC_Os02g43194	1862
LOC_Os02g43210	486
LOC_Os02g43220	657
LOC_Os02g43230	465
LOC_Os02g43240	225
LOC_Os02g43250	1397
LOC_Os02g43260	4209
LOC_Os02g43270	2592
LOC_Os02g43280	2160
LOC_Os02g43290	1663
LOC_Os02g43300	2380
LOC_Os02g43310	333
LOC_Os02g43314	1053
LOC_Os02g43320	183
LOC_Os02g43330	1336
LOC_Os02g43340	1800
LOC_Os02g43350	3092
LOC_Os02g43360	894
LOC_Os02g43370	3207
LOC_Os02g43380	339
LOC_Os02g43390	5283
LOC_Os02g43400	2547
LOC_Os02g43410	2773
LOC_Os02g43420	237
LOC_Os02g43430	2112
LOC_Os02g43440	624
LOC_Os02g43450	5202
LOC_Os02g43460	4320
LOC_Os02g43470	1533
LOC_Os02g43480	1239
LOC_Os02g43490	267
LOC_Os02g43500	1483
LOC_Os02g43510	444
LOC_Os02g43519	3178
LOC_Os02g43530	294
LOC_Os02g43540	979
LOC_Os02g43550	1024
LOC_Os02g43560	3494
LOC_Os02g43570	231
LOC_Os02g43580	243
LOC_Os02g43590	1936
LOC_Os02g43594	1553
LOC_Os02g43600	1029
LOC_Os02g43610	549
LOC_Os02g43620	2060
LOC_Os02g43630	384
LOC_Os02g43640	1248
LOC_Os02g43660	876
LOC_Os02g43670	2696
LOC_Os02g43680	498
LOC_Os02g43690	1963
LOC_Os02g43700	2225
LOC_Os02g43710	1053
LOC_Os02g43720	1158
LOC_Os02g43730	186
LOC_Os02g43740	3018
LOC_Os02g43750	3456
LOC_Os02g43760	1062
LOC_Os02g43770	2144
LOC_Os02g43780	2346
LOC_Os02g43790	1304
LOC_Os02g43800	5610
LOC_Os02g43810	1421
LOC_Os02g43820	1545
LOC_Os02g43830	1747
LOC_Os02g43840	1107
LOC_Os02g43850	2689
LOC_Os02g43860	2677
LOC_Os02g43865	538
LOC_Os02g43870	1901
LOC_Os02g43880	483
LOC_Os02g43890	339
LOC_Os02g43900	1393
LOC_Os02g43906	1188
LOC_Os02g43912	891
LOC_Os02g43920	3051
LOC_Os02g43930	1920
LOC_Os02g43940	1447
LOC_Os02g43950	240
LOC_Os02g43960	300
LOC_Os02g43970	1304
LOC_Os02g43980	291
LOC_Os02g43990	891
LOC_Os02g44000	1041
LOC_Os02g44010	1803
LOC_Os02g44020	243
LOC_Os02g44030	687
LOC_Os02g44040	1469
LOC_Os02g44050	1557
LOC_Os02g44060	3039
LOC_Os02g44070	5469
LOC_Os02g44080	1100
LOC_Os02g44090	790
LOC_Os02g44100	1460
LOC_Os02g44102	1689
LOC_Os02g44104	4047
LOC_Os02g44106	822
LOC_Os02g44108	1403
LOC_Os02g44111	1658
LOC_Os02g44120	2349
LOC_Os02g44124	3933
LOC_Os02g44130	1487
LOC_Os02g44132	2749
LOC_Os02g44134	657
LOC_Os02g44136	2877
LOC_Os02g44140	531
LOC_Os02g44150	426
LOC_Os02g44155	631
LOC_Os02g44160	1194
LOC_Os02g44170	609
LOC_Os02g44180	2391
LOC_Os02g44190	1887
LOC_Os02g44200	723
LOC_Os02g44210	525
LOC_Os02g44220	1367
LOC_Os02g44230	1877
LOC_Os02g44235	1014
LOC_Os02g44240	210
LOC_Os02g44250	962
LOC_Os02g44260	681
LOC_Os02g44270	3120
LOC_Os02g44280	885
LOC_Os02g44290	1706
LOC_Os02g44300	1924
LOC_Os02g44310	838
LOC_Os02g44320	988
LOC_Os02g44330	1054
LOC_Os02g44340	2035
LOC_Os02g44350	822
LOC_Os02g44360	2747
LOC_Os02g44370	2986
LOC_Os02g44380	5013
LOC_Os02g44390	3207
LOC_Os02g44400	2628
LOC_Os02g44410	2979
LOC_Os02g44420	438
LOC_Os02g44430	375
LOC_Os02g44440	2409
LOC_Os02g44450	1263
LOC_Os02g44460	1227
LOC_Os02g44470	927
LOC_Os02g44480	1698
LOC_Os02g44490	2340
LOC_Os02g44500	1049
LOC_Os02g44510	3054
LOC_Os02g44520	4600
LOC_Os02g44530	1758
LOC_Os02g44540	1467
LOC_Os02g44550	3882
LOC_Os02g44560	666
LOC_Os02g44570	3150
LOC_Os02g44590	3617
LOC_Os02g44599	4388
LOC_Os02g44610	3210
LOC_Os02g44620	378
LOC_Os02g44630	1657
LOC_Os02g44642	3757
LOC_Os02g44654	2197
LOC_Os02g44670	874
LOC_Os02g44680	1741
LOC_Os02g44690	856
LOC_Os02g44700	465
LOC_Os02g44704	1222
LOC_Os02g44710	957
LOC_Os02g44720	851
LOC_Os02g44730	1858
LOC_Os02g44740	4085
LOC_Os02g44750	690
LOC_Os02g44760	291
LOC_Os02g44770	3375
LOC_Os02g44780	3077
LOC_Os02g44790	2301
LOC_Os02g44800	219
LOC_Os02g44810	2094
LOC_Os02g44820	1111
LOC_Os02g44830	246
LOC_Os02g44840	615
LOC_Os02g44850	1092
LOC_Os02g44860	1502
LOC_Os02g44870	1371
LOC_Os02g44880	1664
LOC_Os02g44890	1237
LOC_Os02g44900	1720
LOC_Os02g44910	2018
LOC_Os02g44920	1377
LOC_Os02g44930	1101
LOC_Os02g44940	895
LOC_Os02g44950	534
LOC_Os02g44960	270
LOC_Os02g44970	2064
LOC_Os02g44975	413
LOC_Os02g44980	2154
LOC_Os02g44990	2774
LOC_Os02g45000	1626
LOC_Os02g45010	1950
LOC_Os02g45020	2631
LOC_Os02g45030	588
LOC_Os02g45040	3146
LOC_Os02g45054	3154
LOC_Os02g45070	4070
LOC_Os02g45080	762
LOC_Os02g45090	2187
LOC_Os02g45100	2077
LOC_Os02g45110	2549
LOC_Os02g45120	1069
LOC_Os02g45130	2694
LOC_Os02g45140	492
LOC_Os02g45150	2026
LOC_Os02g45160	3084
LOC_Os02g45170	2899
LOC_Os02g45180	1113
LOC_Os02g45200	2877
LOC_Os02g45210	873
LOC_Os02g45220	444
LOC_Os02g45225	713
LOC_Os02g45230	366
LOC_Os02g45240	1330
LOC_Os02g45250	3437
LOC_Os02g45270	1152
LOC_Os02g45280	1521
LOC_Os02g45290	534
LOC_Os02g45300	321
LOC_Os02g45310	2482
LOC_Os02g45320	1849
LOC_Os02g45330	936
LOC_Os02g45344	1943
LOC_Os02g45360	438
LOC_Os02g45370	4818
LOC_Os02g45380	1851
LOC_Os02g45390	1261
LOC_Os02g45400	1314
LOC_Os02g45410	273
LOC_Os02g45420	1720
LOC_Os02g45429	141
LOC_Os02g45440	588
LOC_Os02g45450	1272
LOC_Os02g45460	1096
LOC_Os02g45470	234
LOC_Os02g45480	3755
LOC_Os02g45490	3429
LOC_Os02g45500	717
LOC_Os02g45510	2292
LOC_Os02g45520	3093
LOC_Os02g45530	2045
LOC_Os02g45540	1784
LOC_Os02g45550	4917
LOC_Os02g45560	489
LOC_Os02g45570	1131
LOC_Os02g45580	369
LOC_Os02g45590	2370
LOC_Os02g45600	1816
LOC_Os02g45610	411
LOC_Os02g45620	1030
LOC_Os02g45630	654
LOC_Os02g45640	996
LOC_Os02g45650	1884
LOC_Os02g45660	1103
LOC_Os02g45670	1786
LOC_Os02g45680	4731
LOC_Os02g45690	2323
LOC_Os02g45700	2125
LOC_Os02g45710	1283
LOC_Os02g45720	3099
LOC_Os02g45730	3165
LOC_Os02g45740	660
LOC_Os02g45750	2245
LOC_Os02g45760	2311
LOC_Os02g45770	1266
LOC_Os02g45780	1274
LOC_Os02g45790	4896
LOC_Os02g45800	2310
LOC_Os02g45810	1975
LOC_Os02g45820	725
LOC_Os02g45830	792
LOC_Os02g45840	663
LOC_Os02g45850	1859
LOC_Os02g45860	600
LOC_Os02g45870	1439
LOC_Os02g45880	708
LOC_Os02g45890	1378
LOC_Os02g45900	1302
LOC_Os02g45910	1389
LOC_Os02g45920	2043
LOC_Os02g45930	1113
LOC_Os02g45940	844
LOC_Os02g45950	1500
LOC_Os02g45960	4935
LOC_Os02g45969	60
LOC_Os02g45974	2218
LOC_Os02g45980	3489
LOC_Os02g45990	2049
LOC_Os02g46000	2079
LOC_Os02g46010	1908
LOC_Os02g46020	438
LOC_Os02g46030	2083
LOC_Os02g46040	5955
LOC_Os02g46050	2352
LOC_Os02g46060	3702
LOC_Os02g46070	2346
LOC_Os02g46080	1724
LOC_Os02g46090	2340
LOC_Os02g46100	1055
LOC_Os02g46110	393
LOC_Os02g46120	3749
LOC_Os02g46130	2519
LOC_Os02g46140	1675
LOC_Os02g46150	1934
LOC_Os02g46159	90
LOC_Os02g46170	309
LOC_Os02g46180	1051
LOC_Os02g46190	378
LOC_Os02g46200	2880
LOC_Os02g46210	1220
LOC_Os02g46220	1607
LOC_Os02g46230	3315
LOC_Os02g46240	4053
LOC_Os02g46250	537
LOC_Os02g46260	2471
LOC_Os02g46270	525
LOC_Os02g46275	552
LOC_Os02g46290	719
LOC_Os02g46300	423
LOC_Os02g46310	771
LOC_Os02g46320	2046
LOC_Os02g46330	219
LOC_Os02g46340	1277
LOC_Os02g46350	1899
LOC_Os02g46360	564
LOC_Os02g46370	900
LOC_Os02g46380	3073
LOC_Os02g46390	690
LOC_Os02g46400	534
LOC_Os02g46410	558
LOC_Os02g46420	1726
LOC_Os02g46440	1131
LOC_Os02g46450	3905
LOC_Os02g46460	2545
LOC_Os02g46473	578
LOC_Os02g46480	710
LOC_Os02g46490	3533
LOC_Os02g46500	1490
LOC_Os02g46510	2028
LOC_Os02g46520	1747
LOC_Os02g46530	507
LOC_Os02g46540	219
LOC_Os02g46550	324
LOC_Os02g46560	1566
LOC_Os02g46570	1035
LOC_Os02g46580	3702
LOC_Os02g46589	138
LOC_Os02g46600	2936
LOC_Os02g46610	1371
LOC_Os02g46620	1025
LOC_Os02g46630	3267
LOC_Os02g46640	1075
LOC_Os02g46650	2019
LOC_Os02g46660	1306
LOC_Os02g46670	465
LOC_Os02g46680	4342
LOC_Os02g46690	2099
LOC_Os02g46700	1116
LOC_Os02g46710	705
LOC_Os02g46720	3696
LOC_Os02g46730	1831
LOC_Os02g46740	1907
LOC_Os02g46750	1774
LOC_Os02g46760	1023
LOC_Os02g46770	441
LOC_Os02g46780	1842
LOC_Os02g46790	351
LOC_Os02g46800	264
LOC_Os02g46810	477
LOC_Os02g46820	297
LOC_Os02g46830	750
LOC_Os02g46850	2606
LOC_Os02g46839	1263
LOC_Os02g46860	1021
LOC_Os02g46870	1650
LOC_Os02g46880	5325
LOC_Os02g46890	1095
LOC_Os02g46900	2214
LOC_Os02g46910	2467
LOC_Os02g46920	2110
LOC_Os02g46930	2244
LOC_Os02g46940	1259
LOC_Os02g46950	342
LOC_Os02g46956	1463
LOC_Os02g46962	1824
LOC_Os02g46970	2328
LOC_Os02g46980	2069
LOC_Os02g46990	2363
LOC_Os02g47000	1123
LOC_Os02g47010	1739
LOC_Os02g47020	1824
LOC_Os02g47030	1595
LOC_Os02g47040	567
LOC_Os02g47060	1632
LOC_Os02g47070	279
LOC_Os02g47080	300
LOC_Os02g47090	2236
LOC_Os02g47100	558
LOC_Os02g47110	2452
LOC_Os02g47120	2985
LOC_Os02g47130	2513
LOC_Os02g47140	984
LOC_Os02g47150	5291
LOC_Os02g47160	1413
LOC_Os02g47170	3591
LOC_Os02g47180	2655
LOC_Os02g47190	1520
LOC_Os02g47200	1382
LOC_Os02g47210	2192
LOC_Os02g47220	3141
LOC_Os02g47225	1272
LOC_Os02g47230	2274
LOC_Os02g47240	246
LOC_Os02g47250	1698
LOC_Os02g47260	2112
LOC_Os02g47270	3309
LOC_Os02g47280	1721
LOC_Os02g47290	252
LOC_Os02g47300	276
LOC_Os02g47310	1535
LOC_Os02g47320	1059
LOC_Os02g47330	363
LOC_Os02g47340	4749
LOC_Os02g47350	1518
LOC_Os02g47360	2373
LOC_Os02g47370	620
LOC_Os02g47380	2868
LOC_Os02g47390	3305
LOC_Os02g47400	2187
LOC_Os02g47410	3747
LOC_Os02g47420	3117
LOC_Os02g47430	435
LOC_Os02g47440	1510
LOC_Os02g47450	1912
LOC_Os02g47460	444
LOC_Os02g47470	2524
LOC_Os02g47480	3280
LOC_Os02g47490	1561
LOC_Os02g47500	1867
LOC_Os02g47510	2190
LOC_Os02g47520	246
LOC_Os02g47530	327
LOC_Os02g47540	4689
LOC_Os02g47550	303
LOC_Os02g47560	2100
LOC_Os02g47570	1503
LOC_Os02g47580	2151
LOC_Os02g47590	1481
LOC_Os02g47600	1200
LOC_Os02g47605	3765
LOC_Os02g47610	1232
LOC_Os02g47620	1743
LOC_Os02g47630	543
LOC_Os02g47640	2528
LOC_Os02g47650	941
LOC_Os02g47660	1989
LOC_Os02g47670	3598
LOC_Os02g47680	570
LOC_Os02g47690	4887
LOC_Os02g47700	474
LOC_Os02g47710	159
LOC_Os02g47720	2526
LOC_Os02g47730	6282
LOC_Os02g47744	3910
LOC_Os02g47760	2387
LOC_Os02g47770	1197
LOC_Os02g47780	1452
LOC_Os02g47790	1626
